Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
Iideford,艾德福德,Iideford,艾德福德,Иидефорд,Iideford,Iideford,Iideford,イイデフォード,Iideford,Iideford,Iideford,Iideford,이이데포드,
Dalifax,达利法克斯,Dalifax,達利法克斯,Далифакс,Dalifax,Dalifax,Dalifax,ダリファクス,Dalifax,Dalifax,Dalifax,Dalifax,달리팩스,
Havels,哈维尔斯,Havels,哈維爾斯,Хавелс,Havels,Havels,Havels,ハヴェルス,Havels,Havels,Havels,Havels,하벨스,
Whitamo,惠塔莫,Whitamo,惠塔莫,Уитамо,Whitamo,Whitamo,Whitamo,ホイタモ,Whitamo,Whitamo,Whitamo,Whitamo,휘타모,
Zavona,扎沃纳,Zavona,扎沃納,Завона,Zavona,Zavona,Zavona,ザヴォナ,Zavona,Zavona,Zavona,Zavona,자보나,
Dalittsugi,达利茨苏吉,Dalittsugi,達利茨蘇吉,Далитцсуги,Dalittsugi,Dalittsugi,Dalittsugi,ダリッツツギ,Dalittsugi,Dalittsugi,Dalittsugi,Dalittsugi,달리쯔수기,
Hendali,亨达利,Hendali,亨達利,Хендалли,Hendali,Hendali,Hendali,ヘンダリ,Hendali,Hendali,Hendali,Hendali,헨달리,
Broke,布罗克,Broke,布羅克,Броке,Broke,Broke,Broke,ブローク,Broke,Broke,Broke,Broke,브로크,
Worth,沃思,Worth,沃思,Уорт,Worth,Worth,Worth,ワース,Worth,Worth,Worth,Worth,워스,
Dzersable,德泽萨布尔,Dzersable,德澤薩布爾,Дзерсабл,Dzersable,Dzersable,Dzersable,ズェルサブル,Dzersable,Dzersable,Dzersable,Dzersable,젤사블,
Amerton,艾默顿,Amerton,艾默頓,Амертон,Amerton,Amerton,Amerton,アメルトン,Amerton,Amerton,Amerton,Amerton,아메르톤,
Lakshank,拉克尚克,Lakshank,拉克尚克,Лакшанк,Lakshank,Lakshank,Lakshank,ラクシャンク,Lakshank,Lakshank,Lakshank,Lakshank,락샹크,
Tendai,腾代,Tendai,騰代,Тендай,Tendai,Tendai,Tendai,テンダイ,Tendai,Tendai,Tendai,Tendai,텐다이,
Voloda,沃洛达,Voloda,沃洛達,Волода,Voloda,Voloda,Voloda,ヴォロダ,Voloda,Voloda,Voloda,Voloda,볼로다,
Wainaul,韦纳乌尔,Wainaul,韋納烏爾,Вайнаул,Wainaul,Wainaul,Wainaul,ワイナウル,Wainaul,Wainaul,Wainaul,Wainaul,와이나울,
Okazov,奥卡佐夫,Okazov,奧卡佐夫,Оказов,Okazov,Okazov,Okazov,オカゾフ,Okazov,Okazov,Okazov,Okazov,오카조프,
Higasa,日东,Higasa,日東,Хигаса,Higasa,Higasa,Higasa,ヒガサ,Higasa,Higasa,Higasa,Higasa,히가사,
Bolkhove,博尔霍韦,Bolkhove,博爾霍韋,Болхове,Bolkhove,Bolkhove,Bolkhove,ボルコヴェ,Bolkhove,Bolkhove,Bolkhove,Bolkhove,볼코베,
Vyazemswort,维亚泽姆斯沃特,Vyazemswort,維亞澤姆斯沃特,Вяземсворт,Vyazemswort,Vyazemswort,Vyazemswort,ヴャゼムスヴォルト,Vyazemswort,Vyazemswort,Vyazemswort,Vyazemswort,비아젬스워트,
Zeley,泽莱,Zeley,澤萊,Зелей,Zeley,Zeley,Zeley,ゼレイ,Zeley,Zeley,Zeley,Zeley,젤레이,
Knutsu,克努苏,Knutsu,克努蘇,Кнутсу,Knutsu,Knutsu,Knutsu,クヌツ,Knutsu,Knutsu,Knutsu,Knutsu,크누수,
Rikawach,理卡瓦奇,Rikawach,理卡瓦奇,Рикавач,Rikawach,Rikawach,Rikawach,リカワッチ,Rikawach,Rikawach,Rikawach,Rikawach,리카와치,
Koshi,考希,Koshi,考希,Коши,Koshi,Koshi,Koshi,コシ,Koshi,Koshi,Koshi,Koshi,코시,
Hakami,哈卡米,Hakami,哈卡米,Хаками,Hakami,Hakami,Hakami,ハカミ,Hakami,Hakami,Hakami,Hakami,하카미,
Dronne,德罗讷,Dronne,德羅訥,Дронн,Dronne,Dronne,Dronne,ドロンネ,Dronne,Dronne,Dronne,Dronne,드론네,
Kaiseng,凯森格,Kaiseng,凱森格,Кайсенг,Kaiseng,Kaiseng,Kaiseng,カイセング,Kaiseng,Kaiseng,Kaiseng,Kaiseng,카이센그,
Goeden,格登,Goeden,格登,Годен,Goeden,Goeden,Goeden,ゴーデン,Goeden,Goeden,Goeden,Goeden,고덴,
Kozlovayama,科兹洛瓦山,Kozlovayama,科茲洛瓦山,Козловаяма,Kozlovayama,Kozlovayama,Kozlovayama,コズロヴァヤマ,Kozlovayama,Kozlovayama,Kozlovayama,Kozlovayama,코즈로바야마,
Guada,瓜达,Guada,瓜達,Гуада,Guada,Guada,Guada,グアダ,Guada,Guada,Guada,Guada,과다,
Salverson,萨尔弗森,Salverson,薩爾弗森,Сальверсон,Salverson,Salverson,Salverson,サルヴェルソン,Salverson,Salverson,Salverson,Salverson,살베르손,
Zaifu,载富,Zaifu,載富,Зайфу,Zaifu,Zaifu,Zaifu,ザイフ,Zaifu,Zaifu,Zaifu,Zaifu,자이후,
Gilbeachny,吉尔比奇尼,Gilbeachny,吉爾比奇尼,Гилбитчни,Gilbeachny,Gilbeachny,Gilbeachny,ギルビーチニー,Gilbeachny,Gilbeachny,Gilbeachny,Gilbeachny,길비치니,
Elens,埃伦斯,Elens,埃倫斯,Эленс,Elens,Elens,Elens,エレンズ,Elens,Elens,Elens,Elens,엘렌스,
Salvanca,萨尔万卡,Salvanca,薩爾萬卡,Сальванка,Salvanca,Salvanca,Salvanca,サルヴァンカ,Salvanca,Salvanca,Salvanca,Salvanca,살반카,
Shaftekumi,沙夫特库米,Shaftekumi,沙夫特庫米,Шафтекуми,Shaftekumi,Shaftekumi,Shaftekumi,シャフテクミ,Shaftekumi,Shaftekumi,Shaftekumi,Shaftekumi,샤프테쿠미,
Kedrov,克德罗夫,Kedrov,克德羅夫,Кедров,Kedrov,Kedrov,Kedrov,ケドロフ,Kedrov,Kedrov,Kedrov,Kedrov,케드로프,
Spenham,斯彭汉姆,Spenham,斯彭漢姆,Спенхэм,Spenham,Spenham,Spenham,スペンハム,Spenham,Spenham,Spenham,Spenham,스펜햄,
Kinsk,金斯克,Kinsk,金斯克,Кинск,Kinsk,Kinsk,Kinsk,キンスク,Kinsk,Kinsk,Kinsk,Kinsk,킨스크,
Cartmouth,卡特茅斯,Cartmouth,卡特茅斯,Картмаут,Cartmouth,Cartmouth,Cartmouth,カートマウス,Cartmouth,Cartmouth,Cartmouth,Cartmouth,카트마우스,
Delnius,德尔尼乌斯,Delnius,德爾尼烏斯,Делниус,Delnius,Delnius,Delnius,デルニウス,Delnius,Delnius,Delnius,Delnius,델니우스,
Warasnose,瓦拉斯诺斯,Warasnose,瓦拉斯諾斯,Вараснос,Warasnose,Warasnose,Warasnose,ワラスノス,Warasnose,Warasnose,Warasnose,Warasnose,와라스노스,
Chifen,奇芬,Chifen,奇芬,Чифен,Chifen,Chifen,Chifen,チェフェン,Chifen,Chifen,Chifen,Chifen,치펜,
Hikuchi,日出,Hikuchi,日出,Хикучи,Hikuchi,Hikuchi,Hikuchi,ヒクチ,Hikuchi,Hikuchi,Hikuchi,Hikuchi,히쿠치,
Enfeldon,恩菲尔登,Enfeldon,恩菲爾登,Энфельдон,Enfeldon,Enfeldon,Enfeldon,エンフェルドン,Enfeldon,Enfeldon,Enfeldon,Enfeldon,엔펠던,
Shagir,沙基尔,Shagir,沙基爾,Шагир,Shagir,Shagir,Shagir,シャギール,Shagir,Shagir,Shagir,Shagir,샤기르,
Krasny,克拉斯尼,Krasny,克拉斯尼,Красный,Krasny,Krasny,Krasny,クラスニー,Krasny,Krasny,Krasny,Krasny,크라스니,
Dovet,多韦特,Dovet,多韋特,Довет,Dovet,Dovet,Dovet,ダヴェット,Dovet,Dovet,Dovet,Dovet,도벳,
Lossen,洛森,Lossen,洛森,Лоссен,Lossen,Lossen,Lossen,ロッセン,Lossen,Lossen,Lossen,Lossen,로센,
Budam,布达姆,Budam,布達姆,Будам,Budam,Budam,Budam,ブダム,Budam,Budam,Budam,Budam,부담,
Sneedhama,斯尼德哈马,Sneedhama,斯尼德哈馬,Снидхама,Sneedhama,Sneedhama,Sneedhama,スニーダマ,Sneedhama,Sneedhama,Sneedhama,Sneedhama,스니드하마,
Kumashibay,熊石湾,Kumashibay,熊石灣,Кумашибэй,Kumashibay,Kumashibay,Kumashibay,クマシバイ,Kumashibay,Kumashibay,Kumashibay,Kumashibay,쿠마시바이,
Chield,奇尔德,Chield,奇爾德,Чилд,Chield,Chield,Chield,チールド,Chield,Chield,Chield,Chield,칠드,
Izherepan,伊泽赫潘,Izherepan,伊澤赫潘,Ижерепан,Izherepan,Izherepan,Izherepan,イゼレパン,Izherepan,Izherepan,Izherepan,Izherepan,이제레판,
Newcase,纽卡斯,Newcase,紐卡斯,Ньюкейс,Newcase,Newcase,Newcase,ニューケース,Newcase,Newcase,Newcase,Newcase,뉴케이스,
Viany,维安尼,Viany,維安尼,Виани,Viany,Viany,Viany,ヴィアニー,Viany,Viany,Viany,Viany,비아니,
Landigov,兰迪戈夫,Landigov,蘭迪戈夫,Ландигов,Landigov,Landigov,Landigov,ランディゴフ,Landigov,Landigov,Landigov,Landigov,란디고프,
Katama,卡塔马,Katama,卡塔馬,Катама,Katama,Katama,Katama,カタマ,Katama,Katama,Katama,Katama,카타마,
Doesbury,多斯伯里,Doesbury,多斯伯里,Досбери,Doesbury,Doesbury,Doesbury,ドスバリー,Doesbury,Doesbury,Doesbury,Doesbury,도스버리,
Fuefuku,符福库,Fuefuku,符福庫,Фуэфуку,Fuefuku,Fuefuku,Fuefuku,フエフク,Fuefuku,Fuefuku,Fuefuku,Fuefuku,후에후쿠,
Omaezawa,大前泽,Omaezawa,大前澤,Омаэзава,Omaezawa,Omaezawa,Omaezawa,オマエザワ,Omaezawa,Omaezawa,Omaezawa,Omaezawa,오마에자와,
Minamir,南见,Minamir,南見,Минамир,Minamir,Minamir,Minamir,ミナミル,Minamir,Minamir,Minamir,Minamir,미나미르,
Biryū,碧龙,Biryū,碧龍,Бирю,Biryū,Biryū,Biryū,ビリュー,Biryū,Biryū,Biryū,Biryū,비류,
Noville,诺维尔,Noville,諾維爾,Новиль,Noville,Noville,Noville,ノヴィル,Noville,Noville,Noville,Noville,노빌,
Haweston,霍维斯顿,Haweston,霍維斯頓,Хавестон,Haweston,Haweston,Haweston,ホーウェストン,Haweston,Haweston,Haweston,Haweston,호웨스톤,
Rhein,莱茵,Rhein,萊茵,Рейн,Rhein,Rhein,Rhein,ライン,Rhein,Rhein,Rhein,Rhein,라인,
Tiangary,天嘉利,Tiangary,天嘉利,Тиангари,Tiangary,Tiangary,Tiangary,ティアンガリー,Tiangary,Tiangary,Tiangary,Tiangary,티앙가리,
Santsy,桑特西,Santsy,桑特西,Санци,Santsy,Santsy,Santsy,サンツィ,Santsy,Santsy,Santsy,Santsy,산치,
Saleksinne,萨莱克辛内,Saleksinne,薩萊克辛內,Салексинн,Saleksinne,Saleksinne,Saleksinne,サレクシンヌ,Saleksinne,Saleksinne,Saleksinne,Saleksinne,살렉신느,
Semiki,塞米基,Semiki,塞米基,Семики,Semiki,Semiki,Semiki,セミキ,Semiki,Semiki,Semiki,Semiki,세미키,
Gaborgent,加博根特,Gaborgent,加博根特,Габоргент,Gaborgent,Gaborgent,Gaborgent,ガボルジェント,Gaborgent,Gaborgent,Gaborgent,Gaborgent,가보르겐트,
Iseham,伊塞汉姆,Iseham,伊塞漢姆,Айсхем,Iseham,Iseham,Iseham,イセハム,Iseham,Iseham,Iseham,Iseham,이세햄,
Münsterford,明斯特福德,Münsterford,明斯特福德,Мюнстерфорд,Münsterford,Münsterford,Münsterford,ミュンスターフォード,Münsterford,Münsterford,Münsterford,Münsterford,뮌스터포드,
Detrog,德特罗格,Detrog,德特羅格,Детрог,Detrog,Detrog,Detrog,デトロッグ,Detrog,Detrog,Detrog,Detrog,데트로그,
Monbetsk,蒙贝茨克,Monbetsk,蒙貝茨克,Монбецк,Monbetsk,Monbetsk,Monbetsk,モンベツク,Monbetsk,Monbetsk,Monbetsk,Monbetsk,몬베츠크,
Lyston,莱斯顿,Lyston,萊斯頓,Листон,Lyston,Lyston,Lyston,リストン,Lyston,Lyston,Lyston,Lyston,리스톤,
Crich,克里奇,Crich,克里奇,Крич,Crich,Crich,Crich,クリッチ,Crich,Crich,Crich,Crich,크리치,
Wilmingham,威尔明汉,Wilmingham,威爾明漢,Уилмингам,Wilmingham,Wilmingham,Wilmingham,ウィルミンガム,Wilmingham,Wilmingham,Wilmingham,Wilmingham,윌밍햄,
Kasakada,卡萨卡达,Kasakada,卡薩卡達,Кассакада,Kasakada,Kasakada,Kasakada,カサカダ,Kasakada,Kasakada,Kasakada,Kasakada,카사카다,
Lusano,卢萨诺,Lusano,盧薩諾,Лусано,Lusano,Lusano,Lusano,ルサーノ,Lusano,Lusano,Lusano,Lusano,루사노,
Querque,克尔克,Querque,克爾克,Керк,Querque,Querque,Querque,クエルケ,Querque,Querque,Querque,Querque,케르크,
Grüninsk,格林因斯克,Grüninsk,格林因斯克,Грюнинск,Grüninsk,Grüninsk,Grüninsk,グリューニンスク,Grüninsk,Grüninsk,Grüninsk,Grüninsk,그뤼닌스크,
Earbitoyona,耳比托约纳,Earbitoyona,耳比托約納,Эрбитойона,Earbitoyona,Earbitoyona,Earbitoyona,アービトヨナ,Earbitoyona,Earbitoyona,Earbitoyona,Earbitoyona,이어비토요나,
Suttori,苏托里,Suttori,蘇托里,Суттори,Suttori,Suttori,Suttori,スットリ,Suttori,Suttori,Suttori,Suttori,수토리,
Koryovoura,科里欧拉,Koryovoura,科里歐拉,Корёвуора,Koryovoura,Koryovoura,Koryovoura,コリョヴーラ,Koryovoura,Koryovoura,Koryovoura,Koryovoura,코료부라,
Pravlov,普拉夫洛夫,Pravlov,普拉夫洛夫,Правлов,Pravlov,Pravlov,Pravlov,プラヴロフ,Pravlov,Pravlov,Pravlov,Pravlov,프라블로프,
Jubang,朱邦,Jubang,朱邦,Жубанг,Jubang,Jubang,Jubang,ジュバング,Jubang,Jubang,Jubang,Jubang,주방,
Kasilver,卡西尔弗,Kasilver,卡西爾弗,Касильвер,Kasilver,Kasilver,Kasilver,カシルヴァー,Kasilver,Kasilver,Kasilver,Kasilver,카실버,
Nyandria,尼安德里亚,Nyandria,尼安德里亞,Няндрия,Nyandria,Nyandria,Nyandria,ニャンドリア,Nyandria,Nyandria,Nyandria,Nyandria,니안드리아,
Einai,艾奈,Einai,艾奈,Эйнай,Einai,Einai,Einai,エイナイ,Einai,Einai,Einai,Einai,에이나이,
Lochi,洛奇,Lochi,洛奇,Лочи,Lochi,Lochi,Lochi,ロチ,Lochi,Lochi,Lochi,Lochi,로치,
Tarantsūji,塔兰茨姬,Tarantsūji,塔蘭茨姬,Таранцуджи,Tarantsūji,Tarantsūji,Tarantsūji,タランツウジ,Tarantsūji,Tarantsūji,Tarantsūji,Tarantsūji,타란쯔지,
Asagawa,浅川,Asagawa,淺川,Асагава,Asagawa,Asagawa,Asagawa,アサガワ,Asagawa,Asagawa,Asagawa,Asagawa,아사가와,
Elgierre,埃尔吉耶雷,Elgierre,埃爾吉耶雷,Эльгьерре,Elgierre,Elgierre,Elgierre,エルジエール,Elgierre,Elgierre,Elgierre,Elgierre,엘지에르,
Magno,马格诺,Magno,馬格諾,Маньо,Magno,Magno,Magno,マグノ,Magno,Magno,Magno,Magno,마그노,
Sarsk,萨尔斯克,Sarsk,薩爾斯克,Сарск,Sarsk,Sarsk,Sarsk,サルスク,Sarsk,Sarsk,Sarsk,Sarsk,사르스크,
Tanto,坦托,Tanto,坦托,Танто,Tanto,Tanto,Tanto,タント,Tanto,Tanto,Tanto,Tanto,탄토,
Winshimovsk,温希莫夫斯克,Winshimovsk,溫希莫夫斯克,Виншимовск,Winshimovsk,Winshimovsk,Winshimovsk,ウィンシモフスク,Winshimovsk,Winshimovsk,Winshimovsk,Winshimovsk,윈시모브스크,
Allsborough,奥尔斯伯勒,Allsborough,奧爾斯伯勒,Олсборо,Allsborough,Allsborough,Allsborough,オールズバラ,Allsborough,Allsborough,Allsborough,Allsborough,올즈버러,
Horling,荷灵,Horling,荷靈,Хорлинг,Horling,Horling,Horling,ホーリング,Horling,Horling,Horling,Horling,홀링,
Delphisō,德尔菲索,Delphisō,德爾菲索,Дельфисо,Delphisō,Delphisō,Delphisō,デルフィソウ,Delphisō,Delphisō,Delphisō,Delphisō,델피소,
Izmirfield,伊兹密尔菲尔德,Izmirfield,伊茲密爾菲爾德,Измирфилд,Izmirfield,Izmirfield,Izmirfield,イズミールフィールド,Izmirfield,Izmirfield,Izmirfield,Izmirfield,이즈미르필드,
Baket,巴克特,Baket,巴克特,Бейкет,Baket,Baket,Baket,ベイケット,Baket,Baket,Baket,Baket,베이킷,
Lausaka,劳萨卡,Lausaka,勞薩卡,Лаусака,Lausaka,Lausaka,Lausaka,ラウサカ,Lausaka,Lausaka,Lausaka,Lausaka,라우사카,
Lomaga,洛马加,Lomaga,洛馬加,Ломага,Lomaga,Lomaga,Lomaga,ロマガ,Lomaga,Lomaga,Lomaga,Lomaga,로마가,
Toyoham,浜,Toyoham,濱,トヨハム,Toyoham,Toyoham,Toyoham,トヨハミ,Toyoham,Toyoham,Toyoham,Toyoham,토요함,
Shalichibad,沙里奇巴德,Shalichibad,沙里奇巴德,Шаличибад,Shalichibad,Shalichibad,Shalichibad,シャリチバッド,Shalichibad,Shalichibad,Shalichibad,Shalichibad,샬리치바드,
Suvorough,苏沃罗,Suvorough,蘇沃羅,Суворов,Suvorough,Suvorough,Suvorough,スヴォロフ,Suvorough,Suvorough,Suvorough,Suvorough,수보로,
Couversa,库维尔萨,Couversa,庫維爾薩,Куверса,Couversa,Couversa,Couversa,カウヴェルサ,Couversa,Couversa,Couversa,Couversa,쿠베르사,
Indopolyov,英多波利约夫,Indopolyov,英多波利約夫,Индопольев,Indopolyov,Indopolyov,Indopolyov,インドポリョフ,Indopolyov,Indopolyov,Indopolyov,Indopolyov,인도폴료프,
Favelizovo,法韦利佐沃,Favelizovo,法韋利佐沃,Фавелизово,Favelizovo,Favelizovo,Favelizovo,ファヴェリゾヴォ,Favelizovo,Favelizovo,Favelizovo,Favelizovo,파벨리조보,
Plymsk,普利姆斯克,Plymsk,普利姆斯克,Плимск,Plymsk,Plymsk,Plymsk,プリムスク,Plymsk,Plymsk,Plymsk,Plymsk,플림스크,
Newpool,纽普尔,Newpool,紐普爾,Ньюпул,Newpool,Newpool,Newpool,ニュープール,Newpool,Newpool,Newpool,Newpool,뉴풀,
Bogdan,博格丹,Bogdan,博格丹,Богдан,Bogdan,Bogdan,Bogdan,ボグダン,Bogdan,Bogdan,Bogdan,Bogdan,보그단,
Yachin,雅钦,Yachin,雅欽,Ячин,Yachin,Yachin,Yachin,ヤチン,Yachin,Yachin,Yachin,Yachin,야친,
Bassingū,巴辛古,Bassingū,巴辛古,Бассингу,Bassingū,Bassingū,Bassingū,バッシングー,Bassingū,Bassingū,Bassingū,Bassingū,바싱구,
Akhtinge,阿赫廷格,Akhtinge,阿赫廷格,Ахтингэ,Akhtinge,Akhtinge,Akhtinge,アフトインゲ,Akhtinge,Akhtinge,Akhtinge,Akhtinge,아흐팅게,
Pervourn,彼尔乌尔恩,Pervourn,彼爾烏爾恩,Перуурн,Pervourn,Pervourn,Pervourn,ペルヴールン,Pervourn,Pervourn,Pervourn,Pervourn,페르부른,
Wetzikorkin,韦齐科尔金,Wetzikorkin,韋齊科爾金,Вецикоркин,Wetzikorkin,Wetzikorkin,Wetzikorkin,ヴェツィコルキン,Wetzikorkin,Wetzikorkin,Wetzikorkin,Wetzikorkin,베치코르킨,
Tamihara,田哈拉,Tamihara,田哈拉,Тамихара,Tamihara,Tamihara,Tamihara,タミハラ,Tamihara,Tamihara,Tamihara,Tamihara,타미하라,
Olantury,奥兰图里,Olantury,奧蘭圖里,Олантури,Olantury,Olantury,Olantury,オランツリー,Olantury,Olantury,Olantury,Olantury,올란투리,
Kitibarao,基蒂巴劳,Kitibarao,基蒂巴勞,Китибарао,Kitibarao,Kitibarao,Kitibarao,キティバラオ,Kitibarao,Kitibarao,Kitibarao,Kitibarao,키티바라오,
Dunsteyuga,敦斯泰尤加,Dunsteyuga,敦斯泰尤加,Дунстейюга,Dunsteyuga,Dunsteyuga,Dunsteyuga,ダンステユガ,Dunsteyuga,Dunsteyuga,Dunsteyuga,Dunsteyuga,던스테유가,
Vikha,维哈,Vikha,維哈,Виха,Vikha,Vikha,Vikha,ヴィハ,Vikha,Vikha,Vikha,Vikha,비하,
Dalermerezh,达勒梅热日,Dalermerezh,達勒梅熱日,Далермереж,Dalermerezh,Dalermerezh,Dalermerezh,ダレルメレージ,Dalermerezh,Dalermerezh,Dalermerezh,Dalermerezh,달레르메레지,
Nagate,那加特,Nagate,那加特,Нагате,Nagate,Nagate,Nagate,ナガテ,Nagate,Nagate,Nagate,Nagate,나가테,
Dough,道,Dough,道,До,Dough,Dough,Dough,ダウ,Dough,Dough,Dough,Dough,도우,
Mimadan,米马丹,Mimadan,米馬丹,Мимадан,Mimadan,Mimadan,Mimadan,ミマダン,Mimadan,Mimadan,Mimadan,Mimadan,미마단,
Tomiguchi,富美口,Tomiguchi,富美口,Томигути,Tomiguchi,Tomiguchi,Tomiguchi,トミグチ,Tomiguchi,Tomiguchi,Tomiguchi,Tomiguchi,토미구치,
Horleye,荷利耶,Horleye,荷利耶,Хорлейе,Horleye,Horleye,Horleye,ホールリー,Horleye,Horleye,Horleye,Horleye,홀리예,
Kashvison,卡什维森,Kashvison,卡什維森,Кашвисон,Kashvison,Kashvison,Kashvison,カシュヴィソン,Kashvison,Kashvison,Kashvison,Kashvison,카쉬비손,
Stadcarsawa,斯塔德卡萨瓦,Stadcarsawa,斯塔德卡薩瓦,Стадкарсава,Stadcarsawa,Stadcarsawa,Stadcarsawa,スタッドカルサワ,Stadcarsawa,Stadcarsawa,Stadcarsawa,Stadcarsawa,스타드카르사와,
Torodsk,托罗茨克,Torodsk,托羅茨克,Тородск,Torodsk,Torodsk,Torodsk,トロドスク,Torodsk,Torodsk,Torodsk,Torodsk,토로드스크,
Mingelston,明格尔斯顿,Mingelston,明格爾斯頓,Мингельстон,Mingelston,Mingelston,Mingelston,ミンゲルストン,Mingelston,Mingelston,Mingelston,Mingelston,밍겔스톤,
Guildoorsk,盖尔多尔斯克,Guildoorsk,蓋爾多爾斯克,Гильдорск,Guildoorsk,Guildoorsk,Guildoorsk,ギルドースク,Guildoorsk,Guildoorsk,Guildoorsk,Guildoorsk,길도르스크,
Pozzuoka,波祖欧卡,Pozzuoka,波祖歐卡,Поззуока,Pozzuoka,Pozzuoka,Pozzuoka,ポズズオカ,Pozzuoka,Pozzuoka,Pozzuoka,Pozzuoka,포즈오카,
Zhetsu,捷苏,Zhetsu,捷蘇,Зецу,Zhetsu,Zhetsu,Zhetsu,ゼツ,Zhetsu,Zhetsu,Zhetsu,Zhetsu,제츠,
Gerafimsby,格拉菲姆斯比,Gerafimsby,格拉菲姆斯比,Герафимсби,Gerafimsby,Gerafimsby,Gerafimsby,ゲラフィムズビー,Gerafimsby,Gerafimsby,Gerafimsby,Gerafimsby,게라핌스비,
Okhach,奥哈奇,Okhach,奧哈奇,Охач,Okhach,Okhach,Okhach,オッハチ,Okhach,Okhach,Okhach,Okhach,오하치,
Izuno,伊津诺,Izuno,伊津諾,Изуно,Izuno,Izuno,Izuno,イズノ,Izuno,Izuno,Izuno,Izuno,이즈노,
Poshiwadano,波希瓦达诺,Poshiwadano,波希瓦達諾,Пошивадано,Poshiwadano,Poshiwadano,Poshiwadano,ポシワダノ,Poshiwadano,Poshiwadano,Poshiwadano,Poshiwadano,포시와다노,
Tsivillevka,齐维列夫卡,Tsivillevka,齊維列夫卡,Цивиллевка,Tsivillevka,Tsivillevka,Tsivillevka,ツィヴィレフカ,Tsivillevka,Tsivillevka,Tsivillevka,Tsivillevka,치빌레프카,
Xiaoshiwa,小石湾,Xiaoshiwa,小石灣,Сяошива,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,シャオシワ,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,Xiaoshiwa,샤오시와,
Pisattigo,皮萨蒂戈,Pisattigo,皮薩蒂戈,Писаттиго,Pisattigo,Pisattigo,Pisattigo,ピサッティゴ,Pisattigo,Pisattigo,Pisattigo,Pisattigo,피사티고,
Vuktyabe,武克亚别,Vuktyabe,武克亞別,Вукутябе,Vuktyabe,Vuktyabe,Vuktyabe,ヴクティアベ,Vuktyabe,Vuktyabe,Vuktyabe,Vuktyabe,부크티아베,
Shiōsakata,盐大刻,Shiōsakata,鹽大刻,Шиосаката,Shiōsakata,Shiōsakata,Shiōsakata,シオサカタ,Shiōsakata,Shiōsakata,Shiōsakata,Shiōsakata,시오사카타,
Faira,法伊拉,Faira,法伊拉,Файра,Faira,Faira,Faira,フェイラ,Faira,Faira,Faira,Faira,페이라,
Nington,宁顿,Nington,寧頓,Нингтон,Nington,Nington,Nington,ニントン,Nington,Nington,Nington,Nington,닝턴,
Meerlem,米尔勒姆,Meerlem,米爾勒姆,Мирлем,Meerlem,Meerlem,Meerlem,ミーリム,Meerlem,Meerlem,Meerlem,Meerlem,미를렘,
Water,水,Water,水,Вода,Water,Water,Water,ウォーター,Water,Water,Water,Water,물,
Sychima,西奇玛,Sychima,西奇瑪,Сичима,Sychima,Sychima,Sychima,シチマ,Sychima,Sychima,Sychima,Sychima,시치마,
Carnsee,卡恩塞,Carnsee,卡恩塞,Карнси,Carnsee,Carnsee,Carnsee,カーンシー,Carnsee,Carnsee,Carnsee,Carnsee,칸시,
Newyor,纽约尔,Newyor,紐約爾,Ньюйор,Newyor,Newyor,Newyor,ニューヨール,Newyor,Newyor,Newyor,Newyor,뉴요르,
Lynkary,林卡里,Lynkary,林卡里,Линкари,Lynkary,Lynkary,Lynkary,リンカリー,Lynkary,Lynkary,Lynkary,Lynkary,링카리,
Budach,布达赫,Budach,布達赫,Будач,Budach,Budach,Budach,ブダッチ,Budach,Budach,Budach,Budach,부다크,
Aubon,奥邦,Aubon,奧邦,Обон,Aubon,Aubon,Aubon,オーボン,Aubon,Aubon,Aubon,Aubon,오본,
Midovovo,米多沃沃,Midovovo,米多沃沃,Мидовово,Midovovo,Midovovo,Midovovo,ミドヴォヴォ,Midovovo,Midovovo,Midovovo,Midovovo,미도보보,
Bassee,巴塞,Bassee,巴塞,Басси,Bassee,Bassee,Bassee,バッセー,Bassee,Bassee,Bassee,Bassee,바세,
Mizug,水谷,Mizug,水谷,Мизуг,Mizug,Mizug,Mizug,ミズグ,Mizug,Mizug,Mizug,Mizug,미즈그,
Sunce,森策,Sunce,森策,Сунце,Sunce,Sunce,Sunce,スンチェ,Sunce,Sunce,Sunce,Sunce,순체,
Shchye,谢,Shchye,謝,Шче,Shchye,Shchye,Shchye,シェイ,Shchye,Shchye,Shchye,Shchye,셰이,
Mongyan,蒙颜,Mongyan,蒙顏,Монгян,Mongyan,Mongyan,Mongyan,モンギャン,Mongyan,Mongyan,Mongyan,Mongyan,몽얀,
Isablington,伊萨宾顿,Isablington,伊薩賓頓,Изаблингтон,Isablington,Isablington,Isablington,イサブリングトン,Isablington,Isablington,Isablington,Isablington,이사블링턴,
Frein,弗赖因,Frein,弗賴因,Фрайн,Frein,Frein,Frein,フレイン,Frein,Frein,Frein,Frein,프레인,
Iwadan,岩田,Iwadan,岩田,Ивадан,Iwadan,Iwadan,Iwadan,イワダン,Iwadan,Iwadan,Iwadan,Iwadan,이와단,
